TBLID,GEOID,GEONAME,ORDER,TITLE,ESTIMATE,MG_ERROR
B06011,05000US23011,"Kennebec County, Maine",5,Foreign born,"25,069","+/-11,514"
B06011,05000US23019,"Penobscot County, Maine",0.5,Median income in the past 12 months --,,
B06011,05000US23019,"Penobscot County, Maine",1,Total:,"25,052","+/-1,301"
B06011,05000US23019,"Penobscot County, Maine",2,Born in state of residence,"24,585","+/-1,574"
B06011,05000US23019,"Penobscot County, Maine",3,Born in other state of the United States,"25,836","+/-4,018"
B06011,05000US23019,"Penobscot County, Maine",4,Native; born outside the United States,"17,841","+/-21,205"
B06011,05000US23019,"Penobscot County, Maine",5,Foreign born,"36,960","+/-11,906"
B06011,05000US23031,"York County, Maine",0.5,Median income in the past 12 months --,,
B06011,05000US23031,"York County, Maine",1,Total:,"32,848","+/-1,662"
B06011,05000US23031,"York County, Maine",2,Born in state of residence,"29,822","+/-2,448"
B06011,05000US23031,"York County, Maine",3,Born in other state of the United States,"37,236","+/-1,944"
B06011,05000US23031,"York County, Maine",4,Native; born outside the United States,"52,760","+/-20,861"
B06011,05000US23031,"York County, Maine",5,Foreign born,"30,470","+/-8,388"
B06011,05000US24001,"Allegany County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24001,"Allegany County, Maryland",1,Total:,"20,864","+/-1,472"
B06011,05000US24001,"Allegany County, Maryland",2,Born in state of residence,"19,704","+/-1,737"
B06011,05000US24001,"Allegany County, Maryland",3,Born in other state of the United States,"23,629","+/-3,165"
B06011,05000US24001,"Allegany County, Maryland",4,Native; born outside the United States,-,**
B06011,05000US24001,"Allegany County, Maryland",5,Foreign born,"26,285","+/-13,360"
B06011,05000US24003,"Anne Arundel County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24003,"Anne Arundel County, Maryland",1,Total:,"46,368","+/-1,476"
B06011,05000US24003,"Anne Arundel County, Maryland",2,Born in state of residence,"38,220","+/-2,631"
B06011,05000US24003,"Anne Arundel County, Maryland",3,Born in other state of the United States,"57,319","+/-2,628"
B06011,05000US24003,"Anne Arundel County, Maryland",4,Native; born outside the United States,"58,653","+/-16,856"
B06011,05000US24003,"Anne Arundel County, Maryland",5,Foreign born,"37,130","+/-4,802"
B06011,05000US24005,"Baltimore County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24005,"Baltimore County, Maryland",1,Total:,"37,321",+/-937
B06011,05000US24005,"Baltimore County, Maryland",2,Born in state of residence,"35,029","+/-1,448"
B06011,05000US24005,"Baltimore County, Maryland",3,Born in other state of the United States,"45,919","+/-2,128"
B06011,05000US24005,"Baltimore County, Maryland",4,Native; born outside the United States,"38,320","+/-8,634"
B06011,05000US24005,"Baltimore County, Maryland",5,Foreign born,"35,969","+/-2,628"
B06011,05000US24009,"Calvert County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24009,"Calvert County, Maryland",1,Total:,"47,915","+/-3,955"
B06011,05000US24009,"Calvert County, Maryland",2,Born in state of residence,"33,990","+/-5,396"
B06011,05000US24009,"Calvert County, Maryland",3,Born in other state of the United States,"57,683","+/-6,428"
B06011,05000US24009,"Calvert County, Maryland",4,Native; born outside the United States,"80,456","+/-33,361"
B06011,05000US24009,"Calvert County, Maryland",5,Foreign born,"40,893","+/-57,668"
B06011,05000US24013,"Carroll County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24013,"Carroll County, Maryland",1,Total:,"40,834","+/-2,105"
B06011,05000US24013,"Carroll County, Maryland",2,Born in state of residence,"38,250","+/-2,882"
B06011,05000US24013,"Carroll County, Maryland",3,Born in other state of the United States,"50,165","+/-3,937"
B06011,05000US24013,"Carroll County, Maryland",4,Native; born outside the United States,"30,543","+/-38,013"
B06011,05000US24013,"Carroll County, Maryland",5,Foreign born,"31,389","+/-5,193"
B06011,05000US24015,"Cecil County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24015,"Cecil County, Maryland",1,Total:,"33,416","+/-2,245"
B06011,05000US24015,"Cecil County, Maryland",2,Born in state of residence,"30,833","+/-2,617"
B06011,05000US24015,"Cecil County, Maryland",3,Born in other state of the United States,"37,210","+/-2,522"
B06011,05000US24015,"Cecil County, Maryland",4,Native; born outside the United States,"25,336","+/-20,299"
B06011,05000US24015,"Cecil County, Maryland",5,Foreign born,"25,096","+/-4,583"
B06011,05000US24017,"Charles County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24017,"Charles County, Maryland",1,Total:,"45,313","+/-2,151"
B06011,05000US24017,"Charles County, Maryland",2,Born in state of residence,"35,115","+/-4,235"
B06011,05000US24017,"Charles County, Maryland",3,Born in other state of the United States,"51,608","+/-3,462"
B06011,05000US24017,"Charles County, Maryland",4,Native; born outside the United States,"33,757","+/-24,405"
B06011,05000US24017,"Charles County, Maryland",5,Foreign born,"44,452","+/-7,741"
B06011,05000US24021,"Frederick County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24021,"Frederick County, Maryland",1,Total:,"43,187","+/-2,317"
B06011,05000US24021,"Frederick County, Maryland",2,Born in state of residence,"37,296","+/-3,284"
B06011,05000US24021,"Frederick County, Maryland",3,Born in other state of the United States,"51,687","+/-2,341"
B06011,05000US24021,"Frederick County, Maryland",4,Native; born outside the United States,"52,150","+/-28,277"
B06011,05000US24021,"Frederick County, Maryland",5,Foreign born,"43,158","+/-4,507"
B06011,05000US24025,"Harford County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24025,"Harford County, Maryland",1,Total:,"40,194","+/-1,453"
B06011,05000US24025,"Harford County, Maryland",2,Born in state of residence,"36,775","+/-1,991"
B06011,05000US24025,"Harford County, Maryland",3,Born in other state of the United States,"46,092","+/-1,991"
B06011,05000US24025,"Harford County, Maryland",4,Native; born outside the United States,"45,116","+/-20,736"
B06011,05000US24025,"Harford County, Maryland",5,Foreign born,"35,977","+/-5,182"
B06011,05000US24027,"Howard County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24027,"Howard County, Maryland",1,Total:,"55,763","+/-2,026"
B06011,05000US24027,"Howard County, Maryland",2,Born in state of residence,"44,351","+/-6,541"
B06011,05000US24027,"Howard County, Maryland",3,Born in other state of the United States,"63,095","+/-5,611"
B06011,05000US24027,"Howard County, Maryland",4,Native; born outside the United States,"91,016","+/-17,869"
B06011,05000US24027,"Howard County, Maryland",5,Foreign born,"51,814","+/-6,586"
B06011,05000US24031,"Montgomery County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24031,"Montgomery County, Maryland",1,Total:,"46,280",+/-991
B06011,05000US24031,"Montgomery County, Maryland",2,Born in state of residence,"33,175","+/-4,179"
B06011,05000US24031,"Montgomery County, Maryland",3,Born in other state of the United States,"62,872","+/-2,697"
B06011,05000US24031,"Montgomery County, Maryland",4,Native; born outside the United States,"51,409","+/-22,162"
B06011,05000US24031,"Montgomery County, Maryland",5,Foreign born,"37,218","+/-1,612"
B06011,05000US24033,"Prince George's County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24033,"Prince George's County, Maryland",1,Total:,"40,044","+/-1,104"
B06011,05000US24033,"Prince George's County, Maryland",2,Born in state of residence,"31,317","+/-1,385"
B06011,05000US24033,"Prince George's County, Maryland",3,Born in other state of the United States,"47,335","+/-1,663"
B06011,05000US24033,"Prince George's County, Maryland",4,Native; born outside the United States,"50,231","+/-7,638"
B06011,05000US24033,"Prince George's County, Maryland",5,Foreign born,"33,879","+/-2,098"
B06011,05000US24037,"St. Mary's County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24037,"St. Mary's County, Maryland",1,Total:,"40,903","+/-2,694"
B06011,05000US24037,"St. Mary's County, Maryland",2,Born in state of residence,"32,470","+/-6,974"
B06011,05000US24037,"St. Mary's County, Maryland",3,Born in other state of the United States,"54,016","+/-7,777"
B06011,05000US24037,"St. Mary's County, Maryland",4,Native; born outside the United States,"103,540","+/-29,705"
B06011,05000US24037,"St. Mary's County, Maryland",5,Foreign born,"22,834","+/-16,005"
B06011,05000US24043,"Washington County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24043,"Washington County, Maryland",1,Total:,"30,888","+/-1,321"
B06011,05000US24043,"Washington County, Maryland",2,Born in state of residence,"27,236","+/-3,595"
B06011,05000US24043,"Washington County, Maryland",3,Born in other state of the United States,"34,060","+/-3,602"
B06011,05000US24043,"Washington County, Maryland",4,Native; born outside the United States,"40,061","+/-10,384"
B06011,05000US24043,"Washington County, Maryland",5,Foreign born,"36,366","+/-8,084"
B06011,05000US24045,"Wicomico County, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24045,"Wicomico County, Maryland",1,Total:,"26,844","+/-2,129"
B06011,05000US24045,"Wicomico County, Maryland",2,Born in state of residence,"25,836","+/-2,897"
B06011,05000US24045,"Wicomico County, Maryland",3,Born in other state of the United States,"30,379","+/-2,949"
B06011,05000US24045,"Wicomico County, Maryland",4,Native; born outside the United States,"25,295","+/-10,202"
B06011,05000US24045,"Wicomico County, Maryland",5,Foreign born,"23,652","+/-1,591"
B06011,05000US24510,"Baltimore city, Maryland",0.5,Median income in the past 12 months --,,
B06011,05000US24510,"Baltimore city, Maryland",1,Total:,"30,406",+/-805
B06011,05000US24510,"Baltimore city, Maryland",2,Born in state of residence,"26,419","+/-1,239"
B06011,05000US24510,"Baltimore city, Maryland",3,Born in other state of the United States,"40,870","+/-2,568"
B06011,05000US24510,"Baltimore city, Maryland",4,Native; born outside the United States,"33,158","+/-16,031"
B06011,05000US24510,"Baltimore city, Maryland",5,Foreign born,"32,280","+/-3,868"
B06011,05000US25001,"Barnstable County, Massachusetts",0.5,Median income in the past 12 months --,,
B06011,05000US25001,"Barnstable County, Massachusetts",1,Total:,"34,566","+/-1,697"
B06011,05000US25001,"Barnstable County, Massachusetts",2,Born in state of residence,"32,486","+/-1,784"
B06011,05000US25001,"Barnstable County, Massachusetts",3,Born in other state of the United States,"40,679","+/-4,061"
B06011,05000US25001,"Barnstable County, Massachusetts",4,Native; born outside the United States,"17,741","+/-19,352"
B06011,05000US25001,"Barnstable County, Massachusetts",5,Foreign born,"32,846","+/-7,319"
B06011,05000US25003,"Berkshire County, Massachusetts",0.5,Median income in the past 12 months --,,
B06011,05000US25003,"Berkshire County, Massachusetts",1,Total:,"31,296","+/-1,274"
B06011,05000US25003,"Berkshire County, Massachusetts",2,Born in state of residence,"31,657","+/-1,491"
B06011,05000US25003,"Berkshire County, Massachusetts",3,Born in other state of the United States,"30,626","+/-4,623"
B06011,05000US25003,"Berkshire County, Massachusetts",4,Native; born outside the United States,"31,993","+/-27,762"
B06011,05000US25003,"Berkshire County, Massachusetts",5,Foreign born,"29,039","+/-8,434"
B06011,05000US25005,"Bristol County, Massachusetts",0.5,Median income in the past 12 months --,,
B06011,05000US25005,"Bristol County, Massachusetts",1,Total:,"32,232",+/-918
B06011,05000US25005,"Bristol County, Massachusetts",2,Born in state of residence,"31,907","+/-1,331"
B06011,05000US25005,"Bristol County, Massachusetts",3,Born in other state of the United States,"41,460","+/-3,189"
B06011,05000US25005,"Bristol County, Massachusetts",4,Native; born outside the United States,"22,688","+/-6,503"
B06011,05000US25005,"Bristol County, Massachusetts",5,Foreign born,"29,179","+/-3,722"
B06011,05000US25009,"Essex County, Massachusetts",0.5,Median income in the past 12 months --,,
B06011,05000US25009,"Essex County, Massachusetts",1,Total:,"35,534",+/-749
B06011,05000US25009,"Essex County, Massachusetts",2,Born in state of residence,"35,467",+/-983
B06011,05000US25009,"Essex County, Massachusetts",3,Born in other state of the United States,"50,756","+/-4,486"
B06011,05000US25009,"Essex County, Massachusetts",4,Native; born outside the United States,"21,296","+/-5,707"
B06011,05000US25009,"Essex County, Massachusetts",5,Foreign born,"30,104","+/-1,933"
B06011,05000US25011,"Franklin County, Massachusetts",0.5,Median income in the past 12 months --,,
B06011,05000US25011,"Franklin County, Massachusetts",1,Total:,"32,854","+/-2,692"
B06011,05000US25011,"Franklin County, Massachusetts",2,Born in state of residence,"31,073","+/-1,756"
B06011,05000US25011,"Franklin County, Massachusetts",3,Born in other state of the United States,"41,239","+/-2,371"
B06011,05000US25011,"Franklin County, Massachusetts",4,Native; born outside the United States,"29,972","+/-21,294"
B06011,05000US25011,"Franklin County, Massachusetts",5,Foreign born,"27,430","+/-10,398"
B06011,05000US25013,"Hampden County, Massachusetts",0.5,Median income in the past 12 months --,,
B06011,05000US25013,"Hampden County, Massachusetts",1,Total:,"28,425","+/-1,590"
B06011,05000US25013,"Hampden County, Massachusetts",2,Born in state of residence,"30,908","+/-1,050"
B06011,05000US25013,"Hampden County, Massachusetts",3,Born in other state of the United States,"32,555","+/-3,083"
B06011,05000US25013,"Hampden County, Massachusetts",4,Native; born outside the United States,"14,715","+/-2,070"
B06011,05000US25013,"Hampden County, Massachusetts",5,Foreign born,"27,194","+/-3,825"
B06011,05000US25015,"Hampshire County, Massachusetts",0.5,Median income in the past 12 months --,,
B06011,05000US25015,"Hampshire County, Massachusetts",1,Total:,"30,130","+/-2,111"
B06011,05000US25015,"Hampshire County, Massachusetts",2,Born in state of residence,"26,948","+/-1,903"
B06011,05000US25015,"Hampshire County, Massachusetts",3,Born in other state of the United States,"32,353","+/-3,896"
B06011,05000US25015,"Hampshire County, Massachusetts",4,Native; born outside the United States,"35,686","+/-9,851"
B06011,05000US25015,"Hampshire County, Massachusetts",5,Foreign born,"34,196","+/-8,808"
B06011,05000US25017,"Middlesex County, Massachusetts",0.5,Median income in the past 12 months --,,
B06011,05000US25017,"Middlesex County, Massachusetts",1,Total:,"45,874",+/-838
B06011,05000US25017,"Middlesex County, Massachusetts",2,Born in state of residence,"40,799",+/-830
B06011,05000US25017,"Middlesex County, Massachusetts",3,Born in other state of the United States,"59,090","+/-2,824"
B06011,05000US25017,"Middlesex County, Massachusetts",4,Native; born outside the United States,"30,455","+/-5,908"
B06011,05000US25017,"Middlesex County, Massachusetts",5,Foreign born,"42,496","+/-3,375"
B06011,05000US25021,"Norfolk County, Massachusetts",0.5,Median income in the past 12 months --,,
B06011,05000US25021,"Norfolk County, Massachusetts",1,Total:,"46,052","+/-1,281"
B06011,05000US25021,"Norfolk County, Massachusetts",2,Born in state of residence,"42,094","+/-1,565"
B06011,05000US25021,"Norfolk County, Massachusetts",3,Born in other state of the United States,"60,411","+/-4,102"
B06011,05000US25021,"Norfolk County, Massachusetts",4,Native; born outside the United States,"60,212","+/-18,913"
B06011,05000US25021,"Norfolk County, Massachusetts",5,Foreign born,"41,891","+/-1,971"
B06011,05000US25023,"Plymouth County, Massachusetts",0.5,Median income in the past 12 months --,,
B06011,05000US25023,"Plymouth County, Massachusetts",1,Total:,"39,456","+/-1,837"
B06011,05000US25023,"Plymouth County, Massachusetts",2,Born in state of residence,"39,054","+/-2,565"
B06011,05000US25023,"Plymouth County, Massachusetts",3,Born in other state of the United States,"48,787","+/-6,533"
B06011,05000US25023,"Plymouth County, Massachusetts",4,Native; born outside the United States,"31,441","+/-9,880"
